Assignment group,FullDescr,Resolution notes
DPSMAN Global L2,"SYSA (IOCALERT) CTM3 SYSA-CTM282I OXCOT625 J29750 ENDED NOTOK RC=0016 !           *                                     U-IOADMIN .Occurred @ 16:30:55 SYSA (IOCALERT) CTM3 SYSA-CTM282I OXCOT625 J29750 ENDED NOTOK RC=0016 !           *                                     U-IOADMIN .Occurred @ 16:30:55

EventID: 20220608-1654720246-1263015-SYSA
EventSender: ATF-IOC-1
EventType: PERFORMANCE
EventSenderType: ATF-IOC-1
EventClass: IOCALERT
EventSeverity: 3
Hostname: SYSA
Message: CTM3 SYSA-CTM282I OXCOT625 J29750 ENDED NOTOK RC=0016 !           *                                     U-IOADMIN .Occurred @ 16:30:55
ConfigItemIDType: CIID
ConfigItemID: SNC.G.P01.013947179
SupportGroup: 
TTCategory: Mainframe.JobSchedule.ProdCntl
CorrelationTime: SEV processed event after 5 min  
TimeOccured: 2022-06-08T20:30:46Z
CreatedBy: ATF-EVENTROUTER-1

Additional Attributes:
FunctionalOrganization: SCHNEIDER ELECTRIC
incident_urgency: 3
incident_impact: 3

================================================================
RM
Ravikanth S M
Work notes•2022-06-09 04:54:35
Notified to Saran

Hi SD Team,

Please raise a sev2 ticket to DPSMAN group.","Problem - SYSA (IOCALERT) CTM3 SYSA-CTM282I OXCOT625 J29750 ENDED NOTOK RC=0016 !   *  

cause: [ Main Cause Type:Resource ;Sub Cause Type: File locked ]

Cause description : UNAVAILABLE RESOURCE

Action: Resatrted the job after resourse is available and Job completed fine.

User confirmation - NA"
DPSMAN Global L2,"SYSA (IOCALERT) CTM3 SYSA-CTM282I OXFTPCHK J      ENDED NOTOK RC=INUSE!           *                                     U-SGPPROD .Occurred @ 11:01:20 EventID: 20220504-1651676436-2619359-SYSA
EventSender: ATF-IOC-1
EventType: PERFORMANCE
EventSenderType: ATF-IOC-1
EventClass: IOCALERT
EventSeverity: 3
Hostname: SYSA
Message: CTM3 SYSA-CTM282I OXFTPCHK J      ENDED NOTOK RC=INUSE!           *                                     U-SGPPROD .Occurred @ 11:01:20
ConfigItemIDType: CIID
ConfigItemID: SNC.G.P01.013947179
SupportGroup: 
TTCategory: Mainframe.JobSchedule.ProdCntl
CorrelationTime: SEV processed event after 5 min  
TimeOccured: 2022-05-04T15:00:36Z
CreatedBy: ATF-EVENTROUTER-1

Additional Attributes:
incident_urgency: 3
FunctionalOrganization: SCHNEIDER ELECTRIC
incident_impact: 3

JM
Jenefer M
Work notes•2022-05-04 11:32:38

Hi SD Team,
Please create a SEV3 incident for DPSMAN group.
Job OXFTPCHK J ENDED NOTOK RC=INUSE!
As per Aseem job restarted from top and it completed fine.
OXFTPCHK SGPPROD 050422 OXFTPCHK/17892 JOB Ended ""OK""
","Problem: OXFTPCHK J      ENDED NOTOK RC=INUSE!

Cause:: [ Main Cause Type: Infrastructure ;Sub Cause Type: FTP service unavailable ]

Cause description :  FTP service unavailable received Time out error.
FTP server was down as of power outage.

Action taken : Checked for the server availability once issue resolved and server up.
Restarted the job from abended step.

Customer Confirmation : NA"
DPSMAN Global L2,"SYSA (IOCALERT) CTM3 SYSA-CTM282I OXKBNW01 J21625 ENDED NOTOK RC=0099 EventID: 20220409-1649543143-13241282-SYSA
EventSender: ATF-IOC-1
EventType: PERFORMANCE
EventSenderType: ATF-IOC-1
EventClass: IOCALERT
EventSeverity: 3
Hostname: SYSA
Message: CTM3 SYSA-CTM282I OXKBNW01 J21625 ENDED NOTOK RC=0099 !           *                                     U-IOADMIN .Occurred @ 18:26:32
ConfigItemIDType: CIID
ConfigItemID: SNC.G.P01.013947179
SupportGroup: 
TTCategory: Mainframe.JobSchedule.ProdCntl
CorrelationTime: SEV processed event after 5 min  
TimeOccured: 2022-04-09T22:25:43Z
CreatedBy: ATF-EVENTROUTER-1

Additional Attributes:
FunctionalOrganization: SCHNEIDER ELECTRIC
incident_urgency: 3
incident_impact: 3

AT
Ashish Thakar
Additional comments•2022-04-09 19:15:15
Aseem has been notified for the same issue.

@Service Desk : Please raise a SEV 3 ticket for DPSMAN queue.

Escalating ticket to  DPSMAN Global L2",Oxford schedule did not run on Friday (4/8/22) as a result we had to manually update the shop date.  We had to force complete this reporting job as it did not have any negative impact. 
DPSMAN Global L2,"SYSA (IOCALERT) CTM3 SYSA-CTM282I OXKBNW02 J22107 ENDED NOTOK RC=0099 SYSA (IOCALERT) CTM3 SYSA-CTM282I OXKBNW02 J22107 ENDED NOTOK RC=0099 !           *                                     U-IOADMIN .Occurred @ 20:24:15

EventID: 20220409-1649550206-13263410-SYSA
EventSender: ATF-IOC-1
EventType: PERFORMANCE
EventSenderType: ATF-IOC-1
EventClass: IOCALERT
EventSeverity: 3
Hostname: SYSA
Message: CTM3 SYSA-CTM282I OXKBNW02 J22107 ENDED NOTOK RC=0099 !           *                                     U-IOADMIN .Occurred @ 20:24:15
ConfigItemIDType: CIID
ConfigItemID: SNC.G.P01.013947179
SupportGroup: 
TTCategory: Mainframe.JobSchedule.ProdCntl
CorrelationTime: SEV processed event after 5 min  
TimeOccured: 2022-04-10T00:23:26Z
CreatedBy: ATF-EVENTROUTER-1

Additional Attributes:
FunctionalOrganization: SCHNEIDER ELECTRIC
incident_urgency: 3
incident_impact: 3

====================================================

AT
Ashish Thakar
Additional comments•2022-04-09 20:41:23
Venkata has been notified for the same issue.

@Service Desk : Please raise a SEV 2 ticket for DPSMAN queue.
","Problem: SYSA (IOCALERT) CTM3 SYSA-CTM282I OXKBNW02 J22107 ENDED NOTOK RC=0099 !           *                                     U-IOADMIN .Occurred @ 20:24:15
 
Cause: [ Main Cause Type:Data;Sub Cause Type: Incorrect data ]
 
Action: See work notes for details.
 
Customer Confirmation: N/A"
DPSMAN Global L2,"SYSA (IOCALERT) CTM3 SYSA-CTM282I OXLCP010 J21006 ENDED NOTOK RC=0012 !           *                                     U-IOADMIN .Occurred @ 15:02:43 EventID: 20220409-1649530915-13199957-SYSA
EventSender: ATF-IOC-1
EventType: PERFORMANCE
EventSenderType: ATF-IOC-1
EventClass: IOCALERT
EventSeverity: 3
Hostname: SYSA
Message: CTM3 SYSA-CTM282I OXLCP010 J21006 ENDED NOTOK RC=0012 !           *                                     U-IOADMIN .Occurred @ 15:02:43
ConfigItemIDType: CIID
ConfigItemID: SNC.G.P01.013947179
SupportGroup: 
TTCategory: Mainframe.JobSchedule.ProdCntl
CorrelationTime: SEV processed event after 5 min  
TimeOccured: 2022-04-09T19:01:55Z
CreatedBy: ATF-EVENTROUTER-1

Additional Attributes:
incident_impact: 3
incident_urgency: 3
FunctionalOrganization: SCHNEIDER ELECTRIC

Email sent•2022-04-09 20:14:00
Email sent
Subject:[ATOS] SCHNEIDER ELECTRIC INC029919541 3 - Medium assigned to ZZ.ServiceDesk.NAM.SE
From:IT Service Desk
To:ezra.bautista@atos.net, birlen.aquino@atos.net, al-christian.adap@atos.net, sherry.geneta@atos.net, francis.ogdoc@atos.net...
Show email details
AT
Ashish Thakar
Additional comments•2022-04-09 20:13:39
Aseem has been notified for the subjected issue.

@Service Desk : Please raise a SEV 2 ticket for DPSMAN queue.
AT
Ashish Thakar
Field changes•2022-04-09 20:13:39
Assigned to[Empty]wasAshish Thakar
Assignment GroupZZ.ServiceDesk.NAM.SEwasZZ.Mainframe.WO.ProdCNTRL.SE
Incident StatePending AssignmentwasIn Progress
StatePending AssignmentwasIn Progress
Transfer ReasonReferred on to next group
AT
Ashish Thakar
Field changes•2022-04-09 20:11:43
Assigned toAshish Thakar
Incident StateIn ProgresswasNew
StateIn ProgresswasNew","Instructed Ops team to do the following:
Can you please follow these steps?
1)	Please run ENDEVOR.MFG1PROD.PROD.AMS.JCL.SOURCE(OXLCP035) with owner SOXPROD
2)	After OXLCP035 completes in Step 1 above then run ENDEVOR.MFG1PROD.PROD.AMS.JCL.SOURCE(OXLCP040) with owner SOXPROD
3)	After OXLCP040 runs in step 2 above please run the failed job OXLCP010 from the top 
"
DPSMAN Global L2,"SYSA (IOCALERT) CTM3 SYSA-CTM282I OXOEP060 J20679 ENDED NOTOK RC=S878 EventID: 20220413-1649895014-1285406-SYSA
EventSender: ATF-IOC-1
EventType: PERFORMANCE
EventSenderType: ATF-IOC-1
EventClass: IOCALERT
EventSeverity: 3
Hostname: SYSA
Message: CTM3 SYSA-CTM282I OXOEP060 J20679 ENDED NOTOK RC=S878 !           *                                     U-IOADMIN .Occurred @ 20:10:15
ConfigItemIDType: CIID
ConfigItemID: SNC.G.P01.013947179
SupportGroup: 
TTCategory: Mainframe.JobSchedule.ProdCntl
CorrelationTime: SEV processed event after 5 min  
TimeOccured: 2022-04-14T00:10:14Z
CreatedBy: ATF-EVENTROUTER-1

Additional Attributes:
incident_impact: 3
incident_urgency: 3
FunctionalOrganization: SCHNEIDER ELECTRIC


JM
Jenefer M
Work notes•2022-04-13 20:22:10
Hi SD Team,
Please create a SEV2 incident for DPSMAN group.
Job OXOEP060 J20679 ENDED NOTOK RC=S878 !","1)	First please change the REGION parameter from REGION=4096K To REGION=0M?  
2)	Then restart Job OXOEP060 in ALLOCATE step.  

"
DPSMAN Global L2,"SYSA (IOCALERT) CTM3 SYSA-CTM282I OXPCS030 J00024 ENDED NOTOK RC=1808 !           *                                     U-IOADMIN .Occurred @ 19:03:24 SESA ID / D ID: SESA407195
Caller's Name: Balashanmugham Sankaranarayanan
Call back number: n.a
Email Address: balashanmugham.sankaranarayanan@non.schneider-electric.com

SYSA (IOCALERT) CTM3 SYSA-CTM282I OXPCS030 J00024 ENDED NOTOK RC=1808 !           *                                     U-IOADMIN .Occurred @ 19:03:24

EventID: 20220613-1655161386-2738017-SYSA
EventSender: ATF-IOC-1
EventType: PERFORMANCE
EventSenderType: ATF-IOC-1
EventClass: IOCALERT
EventSeverity: 3
Hostname: SYSA
Message: CTM3 SYSA-CTM282I OXPCS030 J00024 ENDED NOTOK RC=1808 !           *                                     U-IOADMIN .Occurred @ 19:03:24
ConfigItemIDType: CIID
ConfigItemID: SNC.G.P01.013947179
SupportGroup: 
TTCategory: Mainframe.JobSchedule.ProdCntl
CorrelationTime: SEV processed event after 5 min  
TimeOccured: 2022-06-13T23:03:06Z
CreatedBy: ATF-EVENTROUTER-1

Additional Attributes:
incident_impact: 3
incident_urgency: 3
FunctionalOrganization: SCHNEIDER ELECTRIC


============================================================
Balashanmugham Sankaranarayanan
Additional comments•2022-06-14 08:24:00
SYSA (IOCALERT) CTM3 SYSA-CTM282I OXPCS030 J00024 ENDED NOTOK RC=1808 !
Informed Aseem
Ticket needs to be assigned to DPSMAN team with SEV2","Issue: CTM3 SYSA-CTM282I OXPCS030 J00024 ENDED NOTOK RC=1808 !    
             job OXPCS030 failed due to FTP service was not available
Resolution:
Restarted job OXPCS030 in the failing step when FTP service became available.  The job completed successfully.
"
DPSMAN Global L2,"SYSA (IOCALERT) CTM3 SYSA-CTM282I SMACE687 J08612 ENDED NOTOK RC=0099 !           *                                     U-IOADMIN .Occurred @ 06:10:09 EventID: 20220323-1648030197-2123180-SYSA
EventSender: ATF-IOC-1
EventType: PERFORMANCE
EventSenderType: ATF-IOC-1
EventClass: IOCALERT
EventSeverity: 3
Hostname: SYSA
Message: CTM3 SYSA-CTM282I SMACE687 J08612 ENDED NOTOK RC=0099 !           *                                     U-IOADMIN .Occurred @ 06:10:09
ConfigItemIDType: CIID
ConfigItemID: SNC.G.P01.013947179
SupportGroup: 
TTCategory: Mainframe.JobSchedule.ProdCntl
CorrelationTime: SEV processed event after 5 min  
TimeOccured: 2022-03-23T10:09:57Z
CreatedBy: ATF-EVENTROUTER-1

Additional Attributes:
FunctionalOrganization: SCHNEIDER ELECTRIC
incident_urgency: 3
incident_impact: 3

JM
Jenefer M
Work notes•2022-03-23 06:49:49

Hi SD Team,
Please create a SEV2 incident for DPSMAN group.
Job SMACE687 J08612 ENDED NOTOK RC=0099 !
Notified to Saran
","Problem: CTM3 SYSA-CTM282I SMACE687 J08612 ENDED NOTOK RC=0099 !           *     

Cause:: [ Main Cause Type:Scheduling issue;Sub Cause Type: Deadlock ]

Cause description : Deadlock issue in IMS table

Action taken : Wait for deadlock to clear and restarted the job from abended step.

Customer Confirmation : NA"
DPSMAN Global L2,"SYSA (IOCALERT) CTM3 SYSA-CTM282I SMAMS106 J12624 ENDED NOTOK RC=0166 !           *                                     U-IOADMIN .Occurred @ 12:32:39 EventID: 20220507-1651941109-4662135-SYSA
EventSender: ATF-IOC-1
EventType: PERFORMANCE
EventSenderType: ATF-IOC-1
EventClass: IOCALERT
EventSeverity: 3
Hostname: SYSA
Message: CTM3 SYSA-CTM282I SMAMS106 J12624 ENDED NOTOK RC=0166 !           *                                     U-IOADMIN .Occurred @ 12:32:39
ConfigItemIDType: CIID
ConfigItemID: SNC.G.P01.013947179
SupportGroup: 
TTCategory: Mainframe.JobSchedule.ProdCntl
CorrelationTime: SEV processed event after 5 min  
TimeOccured: 2022-05-07T16:31:49Z
CreatedBy: ATF-EVENTROUTER-1

Additional Attributes:
FunctionalOrganization: SCHNEIDER ELECTRIC
incident_urgency: 3
incident_impact: 3
RM
Ravikanth S M
Work notes•2022-05-07 18:39:46
Notified to Aseem

Hi SD Team,

Please raise a sev3 ticket to DPSMAN group.
RM
Ravikanth S M
Field changes•2022-05-07 18:39:46
Assigned to[Empty]wasRavikanth S M
Assignment GroupZZ.ServiceDesk.NAM.SEwasZZ.Mainframe.WO.ProdCNTRL.SE
Incident StatePending AssignmentwasIn Progress
StatePending AssignmentwasIn Progress
Transfer ReasonReferred on to next group
RM
Ravikanth S M
Field changes•2022-05-07 17:44:21
Assigned toRavikanth S M
Incident StateIn ProgresswasNew
StateIn ProgresswasNew","Problem: SMAMS106 J25011 ENDED NOTOK RC=1808 !

Cause:: [ Main Cause Type: Infrastructure ;Sub Cause Type: FTP service unavailable ]

Cause description :  FTP service unavailable received Time out error.
FTP server was down as of power outage.

Action taken : Checked for the server availability once issue resolved and server up.
Restarted the job from abended step.

Customer Confirmation : NA"
DPSMAN Global L2,"SYSA (IOCALERT) CTM3 SYSA-CTM282I SMAMSD01 J21751 ENDED NOTOK RC=0012 ! SYSA (IOCALERT) CTM3 SYSA-CTM282I SMAMSD01 J21751 ENDED NOTOK RC=0012 !           *                                     U-IOADMIN .Occurred @ 05:53:01


EventID: 20220624-1656064339-451704-SYSA
EventSender: ATF-IOC-1
EventType: PERFORMANCE
EventSenderType: ATF-IOC-1
EventClass: IOCALERT
EventSeverity: 3
Hostname: SYSA
Message: CTM3 SYSA-CTM282I SMAMSD01 J21751 ENDED NOTOK RC=0012 !           *                                     U-IOADMIN .Occurred @ 05:53:01
ConfigItemIDType: CIID
ConfigItemID: SNC.G.P01.013947179
SupportGroup: 
TTCategory: Mainframe.JobSchedule.ProdCntl
CorrelationTime: SEV processed event after 5 min  
TimeOccured: 2022-06-24T09:52:19Z
CreatedBy: ATF-EVENTROUTER-1

Additional Attributes:
incident_impact: 3
incident_urgency: 3
FunctionalOrganization: SCHNEIDER ELECTRIC

=========================================================


RM
Ravikanth S M
Work notes•2022-06-24 07:57:55
Notified to Saran

Hi SD Team,

Please raise a sev2 ticket to DPSMAN group.
","Problem - SYSA (IOCALERT) CTM3 SYSA-CTM282I SMAMSD01 J21751 ENDED NOTOK RC=0012 !           *  

cause: [ Main Cause Type:Resource ;Sub Cause Type: Required File not available  ]

Cause description :  ** VSAM OPEN RETURN CODE IS 168 

Action: opened and closed VSAM file using TSo Aprint and restarted the job from abended step

User confirmation - NA"
DPSMAN Global L2,"SYSA (IOCALERT) CTM3 SYSA-CTM282I SMAMSD01 J23424 ENDED NOTOK RC=0012 !           *                                     U-IOADMIN .Occurred @ 07:21:29 EventID: 20220406-1649244047-11118219-SYSA
EventSender: ATF-IOC-1
EventType: PERFORMANCE
EventSenderType: ATF-IOC-1
EventClass: IOCALERT
EventSeverity: 3
Hostname: SYSA
Message: CTM3 SYSA-CTM282I SMAMSD01 J23424 ENDED NOTOK RC=0012 !           *                                     U-IOADMIN .Occurred @ 07:21:29
ConfigItemIDType: CIID
ConfigItemID: SNC.G.P01.013947179
SupportGroup: 
TTCategory: Mainframe.JobSchedule.ProdCntl
CorrelationTime: SEV processed event after 5 min  
TimeOccured: 2022-04-06T11:20:47Z
CreatedBy: ATF-EVENTROUTER-1

Additional Attributes:
incident_impact: 3
incident_urgency: 3
FunctionalOrganization: SCHNEIDER ELECTRIC


TS
Tejesh Vuddagiri Naga Venkata Sai
Work notes•2022-04-06 09:07:10

Hi SD Team,
Please create a SEV2 Incident for DPSMAN group.
Job SMAMSD01 Ended Not Ok
Notified to Saran","Problem -  CTM3 SYSA-CTM282I SMAMSD01 J23424 ENDED NOTOK RC=0012 !           *       

cause: [ Main Cause Type:Resource ;Sub Cause Type: File locked ]

Cause description :   ERROR OPENING SMVS.PRD.AMS.CONTROL.FILE  
** VSAM OPEN RETURN CODE IS 168    

Action: Once file SMVS.PRD.AMS.CONTROL.FILE is released. restarted the job from abended step.
Job completed fine.

User confirmation - NA"
DPSMAN Global L2,"SYSA (IOCALERT) CTM3 SYSA-CTM282I SMAMSW16 J15186 ENDED NOTOK RC=0008 !           *                                     U-IOADMIN .Occurred @ 04:13:22 SESA ID / D ID: SESA661863
Caller's Name: Priyadharshan Ramesh
Call back number: n.a
Email Address: priyadharshan@atos.net

SYSA (IOCALERT) CTM3 SYSA-CTM282I SMAMSW16 J15186 ENDED NOTOK RC=0008 !           *                                     U-IOADMIN .Occurred @ 04:13:22

EventID: 20220620-1655712769-4928214-SYSA
EventSender: ATF-IOC-1
EventType: PERFORMANCE
EventSenderType: ATF-IOC-1
EventClass: IOCALERT
EventSeverity: 3
Hostname: SYSA
Message: CTM3 SYSA-CTM282I SMAMSW16 J15186 ENDED NOTOK RC=0008 !           *                                     U-IOADMIN .Occurred @ 04:13:22
ConfigItemIDType: CIID
ConfigItemID: SNC.G.P01.013947179
SupportGroup: 
TTCategory: Mainframe.JobSchedule.ProdCntl
CorrelationTime: SEV processed event after 5 min  
TimeOccured: 2022-06-20T08:12:49Z
CreatedBy: ATF-EVENTROUTER-1

Additional Attributes:
incident_impact: 3
FunctionalOrganization: SCHNEIDER ELECTRIC
incident_urgency: 3

==============================================================

Priyadharshan R
Additional comments•2022-06-20 17:12:41
Hi SD Team,
Please create a SEV2 incident for CALLMAN group.
Job SMAMSW16 Ended not OK
Notified to Saran,","Problem:SYSA (IOCALERT) CTM3 SYSA-CTM282I SMAMSW16 J15186 ENDED NOTOK RC=0008 !           *      

Cause: [ Main Cause Type:Data;Sub Cause Type: Incorrect data ]

Cause description : SQLCODE   : 000000811- , THE RESULT OF AN EMBEDDED 
SELECT STATEMENT OR A SUBSELECT IN THE SET CLAUSE OF AN UPDATE STATEMENT IS A TABLE OF MORE
THAN ONE ROW, OR THE RESULT OF A SUBQUERY OF A BASIC PREDICATE IS MORE THAN ONE VALUE 

Action taken : Deleted the duplicate item from COTITEM table and restarted the job,
Job completed fine.

Customer Confirmation : NA"
